periodo,product_id,trend,yearly
201701,20001,1236.57481807312,-233.783983228405
201702,20001,1245.97566349205,-377.88424210937796
201703,20001,1254.4667495395026,264.03919525822675
201704,20001,1263.867594754915,-198.75449894622173
201705,20001,1272.965186910435,136.05362930634368
201706,20001,1282.3660320636964,150.15873939241075
201707,20001,1291.4636242237398,-273.2586012948138
201708,20001,1300.8644692978635,89.2935152130756
201709,20001,1310.2653143719872,-61.01807177883172
201710,20001,1319.3629064609613,352.1806908956174
201711,20001,1328.7637516752516,356.8969836348832
201712,20001,1337.8613439208393,-192.9039831937452
201801,20001,1347.2621891457115,-220.6626616824597
201802,20001,1356.663034485679,-322.5523569999953
201803,20001,1365.1541203796414,178.2991484705808
201804,20001,1374.5549652856323,-51.322472198998184
201805,20001,1383.6525559549546,93.27811726226228
201806,20001,1393.0533993208603,-133.82279059493766
201807,20001,1402.1509895108875,-9.645904485941978
201808,20001,1411.547932641334,32.515958122682825
201809,20001,1420.913090267003,51.758481457443345
201810,20001,1429.9761460337797,337.57069839414646
201811,20001,1439.3059225474608,157.99532843482578
201812,20001,1448.3039884579503,-101.88276986857909
201901,20001,1457.5852531961548,-207.06567477255467
201902,20001,1466.8540655472736,-267.86080969054603
201903,20001,1475.222443511929,93.14210789235858
201904,20001,1484.4874333843788,95.55422529632189
201905,20001,1493.4535523281133,45.90880938879123
201906,20001,1502.7185419033058,-414.16987240634495
201907,20001,1511.6846608470407,257.5213322445337
201908,20001,1520.9496504222332,-25.40455059408833
201909,20001,1530.2146399974256,163.576507792621
201910,20001,1539.1807589411605,318.73785132173185
201911,20001,1548.445748516353,-40.05783044681764
201912,20001,1557.411867460088,-7.640423670240088
202001,20001,1566.6768570352804,-193.04527085187138
202002,20001,1575.941846610473,-213.87053109585952
201701,20002,696.8324268543,-9.189624673728202
201702,20002,714.2220843863028,-143.4256076801756
201703,20002,729.9288718132207,126.73869723799271
201704,20002,747.3185291378074,-245.86778017886115
201705,20002,764.1472298014783,31.184667107578772
201706,20002,781.5368871263814,91.75299577648137
201707,20002,798.3655875902906,-56.857736198997145
201708,20002,815.7552445763799,-116.38091018003234
201709,20002,833.1449015624692,176.6858830042215
201710,20002,849.9736017386947,38.54613288235102
201711,20002,867.3632587090314,202.98851129279174
201712,20002,884.1919590256684,72.98519247273968
201801,20002,901.5816160580007,31.697127851108114
201802,20002,918.9712730411242,-165.43410175879512
201803,20002,934.6780598914078,25.290795117224572
201804,20002,952.0677168232754,-16.52188667901548
201805,20002,968.8964170447049,26.30049904672693
201806,20002,986.2860736844685,-9.249024768405246
201807,20002,1003.1147564331741,-40.03540225556029
201808,20002,1020.5043937025546,-154.97936413607
201809,20002,1037.8940310333062,-2.7884854728394144
201810,20002,1054.72271232113,349.8895479197818
201811,20002,1072.1121222818524,243.71274866508918
201812,20002,1088.9399248341417,-116.19703742123548
201901,20002,1106.3286515163334,74.03014680169204
201902,20002,1123.7173781891224,-187.88202043221455
201903,20002,1139.4233247375914,-72.49084485037658
201904,20002,1156.8120510615774,214.052402043372
201905,20002,1173.6398508171483,16.92679848477658
201906,20002,1191.0285772312382,-111.468031256936
201907,20002,1207.8563769868088,-22.898114378547184
201908,20002,1225.2451034008986,-194.17393826354606
201909,20002,1242.6338298149885,-177.20193948752663
201910,20002,1259.4616295705594,663.1883391093677
201911,20002,1276.8503559846492,278.1287912782211
201912,20002,1293.6781557402198,-306.55255328969497
202001,20002,1311.0668821543097,117.83224217297479
202002,20002,1328.4556085683994,-210.71701749563985
201701,20003,1117.8994443142499,-94.25444950038992
201702,20003,1108.2523032211943,-273.9928353154254
201703,20003,1099.5387564383616,-57.88136478434757
201704,20003,1089.8916153919813,-361.0132268736785
201705,20003,1080.5556724038065,-294.1231066255343
201706,20003,1070.908531339368,-285.05391678641644
201707,20003,1061.5725883702708,-313.9616261716295
201708,20003,1051.9254473140647,-182.16622195127016
201709,20003,1042.2783062578587,212.7547732770177
201710,20003,1032.9423172047361,729.8442949791045
201711,20003,1023.290439218563,299.73678760702325
201712,20003,1013.9479069261265,-170.34346291511
201801,20003,1004.2891798960486,-24.713791102029955
201802,20003,994.629202532984,-226.66422604471208
201803,20003,985.9026072594875,-207.78915132956948
201804,20003,976.2401966235387,-358.08241101243397
201805,20003,966.889429766131,-302.6757427635101
201806,20003,957.2248299537583,-269.09157122148395
201807,20003,947.8719913616202,-229.4062483520031
201808,20003,938.2073663580661,-118.94281264312906
201809,20003,928.5427297433274,187.91729917113656
201810,20003,919.1898556000316,531.695329750073
201811,20003,909.5252189905309,282.5973467003144
201812,20003,900.1723448657788,-25.911608871651644
201901,20003,890.5077082298237,43.05415755046096
201902,20003,880.843071617316,-182.8891199889391
201903,20003,872.1137223776781,-358.1940636780441
201904,20003,862.4490857196081,-352.9631525533154
201905,20003,853.0962115085463,-309.6824360679732
201906,20003,843.4315748237825,-251.26967625505304
201907,20003,834.0787006127207,-144.80072582439843
201908,20003,824.4140639279568,-58.56831782854487
201909,20003,814.7494272431929,158.8750332579132
201910,20003,805.3965530321312,334.25266512714904
201911,20003,795.7319163473674,270.8226153965288
201912,20003,786.3790421363055,120.58939203691588
202001,20003,776.7144054515418,108.91024634727027
202002,20003,767.0497687667779,-142.71496943417515
201701,20004,685.70198566956,-130.8880209493538
201702,20004,681.0520395563574,-69.83491916017384
201703,20004,676.8520882275814,-94.85376130459058
201704,20004,672.2021421088654,-28.98220437753826
201705,20004,667.7021942537143,-49.17691423949913
201706,20004,663.0522481342193,-132.06791895200226
201707,20004,658.5523002702097,-100.42769883978691
201708,20004,653.9023541469599,367.01558474359996
201709,20004,649.25240802371,489.2404191119974
201710,20004,644.7524601655585,415.4532764406941
201711,20004,640.1025140427641,196.88459885076847
201712,20004,635.6025653550878,-83.50255106871667
201801,20004,630.9526183797116,-135.43845650925684
201802,20004,626.3026714026583,-141.0982003252713
201803,20004,622.1027192860391,-89.5372327332081
201804,20004,617.4527722982118,-87.90282141657158
201805,20004,612.9528235987477,-18.002270911469303
201806,20004,608.3028763809677,-40.18620507229774
201807,20004,603.8029274614053,-21.065639079364484
201808,20004,599.1401113352922,221.9066486085428
201809,20004,594.4772952135514,402.7969842262964
201810,20004,589.9648925150924,456.6740990917971
201811,20004,585.302076397938,222.1510328690386
201812,20004,580.7896737032328,17.074235111274415
201901,20004,576.1224853538666,-142.89030203171833
201902,20004,571.4552970059244,-213.25086988668832
201903,20004,567.239772040223,-83.67782182662086
201904,20004,562.5725836846875,-145.4891589858851
201905,20004,558.0559497834276,15.564897592634988
201906,20004,553.3887614187925,51.943577091230296
201907,20004,548.8721275175326,54.32679075081925
201908,20004,544.2049391528975,74.07327783882324
201909,20004,539.5377507882622,318.5855698252341
201910,20004,535.0211168870024,500.46403075606713
201911,20004,530.3539285223673,248.8305709923562
201912,20004,525.8372946211074,116.58477879474334
202001,20004,521.1701062564722,-153.24459851636684
202002,20004,516.5029178918371,-286.2042621465308
201701,20005,575.3590974608,-106.68855099135206
201702,20005,574.4279959054131,-35.43446402177288
201703,20005,573.587000949482,50.807712314294584
201704,20005,572.6558993896293,105.1034689948668
201705,20005,571.7548333667543,-16.637767668572486
201706,20005,570.8237318118735,-49.62829584304508
201707,20005,569.9226657914653,9.854465374948942
201708,20005,568.9915642354742,507.83626506454686
201709,20005,568.0604626794832,536.7728599077259
201710,20005,567.1593966597975,234.16514651771476
201711,20005,566.2282951059228,73.91610693779391
201712,20005,565.327229086301,-314.12696875574966
201801,20005,564.3961275313036,-137.65439889111462
201802,20005,563.4650259763403,-109.16989145942237
201803,20005,562.6240310222762,-25.80229813200791
201804,20005,561.6929294750171,31.368584009733542
201805,20005,560.7919283180981,121.12412087945926
201806,20005,559.866962028568,91.28632807986509
201807,20005,558.9849127957658,67.42911530933556
201808,20005,558.090057849525,269.0568045152697
201809,20005,557.2098743107949,403.85193291681185
201810,20005,556.3580837894432,364.08318574670756
201811,20005,555.4841859451782,61.37570452024923
201812,20005,554.6387126951558,-122.41068471881128
201901,20005,553.7650570610306,-173.43159353504385
