periodo,product_id,trend,yearly
201701,20001,1114.87651755176,-97.77957491218503
201702,20001,1128.2428876041665,-299.483215354936
201703,20001,1140.3157381328574,296.1562242418292
201704,20001,1153.6821090420945,-181.75725300711827
201705,20001,1166.6173068553173,160.36926748262113
201706,20001,1179.9836784205233,202.46451754589935
201707,20001,1192.9188761180499,-182.59991077924997
201708,20001,1206.2852471530175,219.66153704690737
201709,20001,1219.651617306194,142.5041392446527
201710,20001,1232.5868134740588,326.28643254149847
201711,20001,1245.953183496843,495.66111264851355
201712,20001,1258.8883800517187,-45.67349475974583
201801,20001,1272.254750354384,-146.5363629400716
201802,20001,1285.621119830903,-252.69982831487172
201803,20001,1297.69396955528,245.13945955575755
201804,20001,1311.0603383537207,11.92721322274629
201805,20001,1323.9955343365316,153.35541051627584
201806,20001,1337.3619040531062,-77.49762797378337
201807,20001,1350.2970996187983,42.75105756932211
201808,20001,1363.6634668794575,80.45889814970973
201809,20001,1377.029825356122,17.03962113778812
201810,20001,1389.9508200013936,786.5175271440734
201811,20001,1403.302387637099,248.86340901195334
201812,20001,1416.2189573541796,-93.68883784992443
201901,20001,1429.5627527542097,-193.20697788749413
201902,20001,1442.9065475750099,-204.46607222364042
201903,20001,1454.9590074131524,195.93129588468582
201904,20001,1468.3028022339524,205.1205437329445
201905,20001,1481.2161520605337,140.35977019358498
201906,20001,1494.5599468813339,-355.9043347885236
201907,20001,1507.4732967079149,269.9090950639991
201908,20001,1520.817091528715,-60.38277294362895
201909,20001,1534.1608863495155,-101.61260638504677
201910,20001,1547.0742361760963,1244.149749025176
201701,20002,763.5855401144399,-76.95551860089896
201702,20002,780.2345103764786,-209.1981406669476
201703,20002,795.2722900282835,63.68153947149848
201704,20002,811.921260421738,-307.4801289020451
201705,20002,828.0331672153661,-28.970256007913115
201706,20002,844.6821374909915,31.852502446637565
201707,20002,860.7940441271523,-117.59827195373148
201708,20002,877.4430142731861,-178.32188642529397
201709,20002,894.0919844797507,137.33267953645296
201710,20002,910.2038911292685,29.011991037585403
201711,20002,926.8528613352504,6.710525830979128
201712,20002,942.9647680105977,105.34842040084915
201801,20002,959.6137381370999,-26.812412155446346
201802,20002,976.2627078144322,-222.72848681527944
201803,20002,991.2917893827646,-31.065224871640265
201804,20002,1007.9311292813445,-72.08559576181077
201805,20002,1024.0320355478566,-28.42090902098855
201806,20002,1040.6677056062238,-63.20373304271321
201807,20002,1056.756119688464,-93.13292731046681
201808,20002,1073.3628117484484,-207.0671549996288
201809,20002,1089.944642947833,-100.99893001623495
201810,20002,1105.970123064848,191.64989128406012
201811,20002,1122.5089370643973,462.08184017623506
201812,20002,1138.4977752159446,-356.94831509618484
201901,20002,1155.011897377907,27.02634282917062
201902,20002,1171.5233012346794,-236.04414121538144
201903,20002,1186.4368272988609,-121.97675491583958
201904,20002,1202.948231155633,164.5933076460918
201905,20002,1218.9270090815419,-32.428649848648874
201906,20002,1235.4384129383143,-159.63886878389965
201907,20002,1251.417190864223,-68.78468231046575
201908,20002,1267.9285947209953,-237.59930280258905
201909,20002,1284.439998577768,-335.04874931809275
201910,20002,1300.4187765036766,361.89774966799354
201701,20003,1093.3249095621,-53.35904143864727
201702,20003,1085.351962594891,-255.11302731818276
201703,20003,1078.1505911534068,-61.76554675928423
201704,20003,1070.1776441815146,-378.1966265746985
201705,20003,1062.4618890261393,-314.7295775481738
201706,20003,1054.4889420359168,-299.2513647259519
201707,20003,1046.7731868589922,-314.47575399608206
201708,20003,1038.800239812038,-165.61290689144977
201709,20003,1030.8114213166032,262.5055118521609
201710,20003,1023.0642311037567,751.3074034898586
201711,20003,1015.0266073934389,265.78517840878106
201712,20003,1007.2235579527984,-116.42662633552425
201801,20003,999.1314051712498,-19.32647020567796
201802,20003,991.039252284887,-223.07011826115453
201803,20003,983.7188064777113,-205.57065864936956
201804,20003,975.613171519661,-357.3038203431752
201805,20003,967.7690086413829,-303.1189015441853
201806,20003,959.6530513376913,-270.94039433627245
201807,20003,951.7988990614416,-232.65329671891166
201808,20003,943.6829417054313,-123.79760442094764
201809,20003,935.5669843656028,148.83843233960653
201810,20003,927.712832106613,570.0297206353819
201811,20003,919.5968747788509,433.081281807944
201812,20003,911.7427225194886,-70.29664139086405
201901,20003,903.6267651765519,13.156772508549713
201902,20003,895.5108078523737,-193.8651218211523
201903,20003,888.1802657531159,-349.071569673615
201904,20003,880.0643084289377,-333.7897904144086
201905,20003,872.2101561797331,-290.2029842049007
201906,20003,864.094198855555,-241.49049315567916
201907,20003,856.2400466063502,-151.763176927399
201908,20003,848.124089282172,-85.80326033857969
201909,20003,840.0081319579939,32.2229745170206
201910,20003,832.1539797087892,392.9408622499815
201701,20004,711.1118831048,-158.94068250441595
201702,20004,707.6221511667527,-110.22096055403551
201703,20004,704.4701352151569,-142.9406805493759
201704,20004,700.980403267085,-77.17916890485293
201705,20004,697.6032433053383,-93.54899033714258
201706,20004,694.1135113374258,-169.25117912615136
201707,20004,690.7363513508236,-129.48442513584416
201708,20004,687.246619375573,344.9458310423001
201709,20004,683.7568873860536,415.6535211663716
201710,20004,680.372780098056,442.45326342608695
201711,20004,676.8758691470205,132.81186146806343
201712,20004,673.4911607515701,-114.58578645965711
201801,20004,669.9936287415652,-174.5589948494633
201802,20004,666.4960967188089,-181.45861423174821
201803,20004,663.3370355184259,-130.79472372624605
201804,20004,659.8395034755664,-130.23481429397555
201805,20004,656.4547950459306,-61.33894170652097
201806,20004,652.9572630136605,-84.65509553199277
201807,20004,649.5725546063503,-66.77711612884005
201808,20004,646.0750225888534,174.59403855016583
201809,20004,642.5774905691309,466.36566678030596
201810,20004,639.1927821574883,316.26376155728855
201811,20004,635.6952501462989,254.9089133670623
201812,20004,632.3105417590842,-36.14135111715781
201901,20004,628.8130097503199,-192.9751356941823
201902,20004,625.315477739862,-253.30484839604597
201903,20004,622.1564165691259,-118.03217748170927
201904,20004,618.658884558668,-182.10250084353493
201905,20004,615.2741761614507,-27.041361552641412
201906,20004,611.7766441509928,-0.06901760760932361
201907,20004,608.3919357537754,-7.821491213202581
201908,20004,604.8944037433175,3.1246193187753386
201909,20004,601.3968717328596,517.836483190207
201910,20004,598.0121633356423,192.31639694586966
201701,20005,534.4121222663999,-55.3240468507659
201702,20005,533.3776841832786,17.344564655386932
201703,20005,532.4433530141482,99.6026391560741
201704,20005,531.4089149345639,146.92936970366162
201705,20005,530.4078458230362,17.846726153133407
201706,20005,529.3734077405657,-19.639137846240615
201707,20005,528.3723386249552,38.69654391570115
201708,20005,527.3379005387498,539.3776358703161
201709,20005,526.3034624521251,620.8021069798593
201710,20005,525.3023933328021,227.0913344901064
201711,20005,524.2679552438846,134.73182979239576
201712,20005,523.2668861231344,-272.63256131938397
201801,20005,522.2324480327939,-95.01163266558564
201802,20005,521.1980099464856,-66.5664396364796
201803,20005,520.2636787836374,16.68499343990445
201804,20005,519.2292407188909,73.85952254834014
201805,20005,518.2372713960194,163.6680948758307
201806,20005,517.2278618673369,133.9689299074083
201807,20005,516.2619180602231,110.35159501113766
201808,20005,515.2643424154936,312.4194592885515
201809,20005,514.2667769266092,347.08145875416403
201810,20005,513.3024400307913,502.6989882602459
201811,20005,512.311107477544,75.0100250249318
201812,20005,511.36974918224456,-58.657723042240804
201901,20005,510.4058384740343,-140.01656052445858
201902,20005,509.44210436162894,-152.73510857427672
201903,20005,508.5716348407467,-64.58470506583211
201904,20005,507.6079007283413,5.558768833313176
201905,20005,506.67525481311026,313.03043873909115
201906,20005,505.7115207007049,285.6201754262226
201907,20005,504.7788747854739,174.82057741783927
201908,20005,503.8151406730685,80.6907782883752
201909,20005,502.8514065606632,79.72670230202138
201910,20005,501.91876064543214,783.0333768716686
201701,20006,827.52888611818,-292.4068817660794
201702,20006,818.811718734832,-145.25303991197742
201703,20006,810.9381482059016,176.831533207474
201704,20006,802.2209808195051,-180.68086003336145
201705,20006,793.7850123697184,96.93220160162458
201706,20006,785.067844986291,-139.14885183157483
201707,20006,776.6318765520147,-142.21035077201495
201708,20006,767.9147091647789,-4.948886727632869
201709,20006,759.1975417549781,-262.8676394426063
201710,20006,750.7615732975173,33.67391407363521
201711,20006,742.0443993482837,-53.81755541822188
201712,20006,733.6083581886276,-185.70913179818854
201801,20006,724.8911154004775,-198.97290401128046
201802,20006,716.1738726053582,-159.32219717483397
201803,20006,708.3002339467465,34.912568597633445
201804,20006,699.5828674289005,16.20621117233489
201805,20006,691.146698436106,44.86792839014433
201806,20006,682.4291869068666,-140.92639801244377
201807,20006,673.9928524360521,-164.18891358136813
201808,20006,665.2753068002448,-112.94748953922011
201809,20006,656.5577611385784,-75.61683322387499
201810,20006,648.1214266356533,-52.13380643236063
201811,20006,639.4038809649309,-36.30349635051126
201812,20006,630.9675464600957,-240.32558393671394
201901,20006,622.2500007852213,-105.44387793917556
